journal;volume;year;isbn;pages
Eur. J. Oper. Res.;288;2021;1-351-33376-3;140
J. Am. Soc. Inf. Sci.;33;1982;1-72012-502-3;345
Commun. ACM;20;1977;1-62816-296-1;129
Theor. Comput. Sci.;134;1994;1-4168-0083-2;287
Comput. Graph. Forum;35;2016;1-134-31464-7;281
CoRR;abs/2202.08536;2022;0-87814-465-X;293
Discret. Math. Theor. Comput. Sci.;17;2015;0-922547-51-3;181
Int. J. Adv. Intell. Paradigms;19;2021;0-493-91623-7;164
CoRR;abs/1503.01919;2015;1-73073-803-6;283
Annu. Rev. Control.;28;2004;0-8099-9248-5;136
CoRR;abs/1912.00280;2019;1-382-34074-5;286
Knowl. Inf. Syst.;27;2011;0-7352-6169-5;292
Expert Syst. Appl.;160;2020;1-4277-4448-3;260
Theor. Comput. Sci.;361;2006;0-13-447586-0;202
J. Philos. Log.;48;2019;0-7406-1160-7;188
J. Am. Medical Informatics Assoc.;3;1996;0-297-14689-0;118
J. Math. Imaging Vis.;40;2011;0-09-644982-9;341
CoRR;abs/1609.06457;2016;0-280-59192-6;315
CoRR;abs/1808.06255;2018;1-04-246330-1;397
Comput. Graph.;4;1979;1-4906-1989-5;388
IEEE Signal Process. Mag.;19;2002;0-11-350546-9;259
Int. J. Web Inf. Syst.;1;2005;0-356-20143-0;341
Comput. Appl. Eng. Educ.;20;2012;1-05-885060-1;383
Autom.;68;2016;1-917189-26-5;141
Inf. Res.;7;2001;1-170-10523-8;309
Appl. Math. Comput.;265;2015;0-336-44629-2;322
J. VLSI Signal Process.;46;2007;1-5272-0055-8;176
CoRR;abs/1506.04188;2015;0-657-76343-8;244
Discret. Optim.;8;2011;1-03-857630-X;322
SIAM J. Math. Anal.;47;2015;1-58321-147-0;165
Discret. Math.;342;2019;0-487-80137-7;301
Math. Morphol. Theory Appl.;4;2020;1-71040-089-7;187
Logist. Res.;3;2011;1-899769-34-X;106
CoRR;abs/2104.09965;2021;1-75670-992-0;235
CoRR;abs/1202.0854;2012;0-369-72948-X;188
J. Robotics Mechatronics;23;2011;1-80348-703-8;400
Ann. Oper. Res.;307;2021;1-58039-476-0;361
Multiagent Grid Syst.;3;2007;0-7018-5432-4;319
Knowl. Inf. Syst.;41;2014;0-589-69414-6;124
Comput. Commun.;176;2021;1-5263-8113-3;335
CoRR;abs/2108.09873;2021;0-232-94889-5;355
Networks;74;2019;0-329-51354-0;326
CoRR;abs/2107.12473;2021;0-531-90098-3;104
Commun. ACM;1;1958;1-328-17594-4;307
Gov. Inf. Q.;39;2022;1-121-64456-2;123
Inf. Sci.;512;2020;1-61071-994-8;388
CoRR;abs/2010.06706;2020;1-145-94624-0;207
Ars Comb.;67;2003;1-80089-133-4;378
CoRR;abs/2010.07452;2020;1-69752-276-9;213
IEEE Trans. Haptics;8;2015;1-4469-2360-6;162
CoRR;abs/1312.7243;2013;1-01-200932-7;137
Semantic Web;10;2019;1-59214-644-9;394
CoRR;abs/1803.07332;2018;1-181-32651-6;353
CoRR;abs/2102.01876;2021;1-158-04515-8;140
CoRR;abs/1807.08555;2018;0-9992616-2-2;354
Remote. Sens.;7;2015;0-212-37147-9;362
Ars Comb.;92;2009;1-181-95133-X;154
J. Am. Soc. Inf. Sci.;29;1978;0-9691641-8-1;126
World Wide Web;9;2006;1-4349-1055-5;342
CoRR;abs/1310.5999;2013;0-304-19720-3;344
CoRR;abs/1706.05749;2017;0-601-91681-6;337
Comput. Optim. Appl.;68;2017;1-272-35851-8;167
Int. J. E Health Medical Commun.;5;2014;1-9747-8882-2;138
IEEE Trans. Autom. Control.;67;2022;1-58634-909-0;134
IEEE Signal Process. Lett.;19;2012;0-04-474065-4;160
J. Univers. Comput. Sci.;3;1997;0-547-97937-1;186
Discret. Appl. Math.;130;2003;1-77021-076-8;210
Int. J. Appl. Evol. Comput.;10;2019;0-89054-806-4;270
Wirel. Commun. Mob. Comput.;2019;2019;0-651-55898-0;218
Adv. Complex Syst.;5;2002;0-330-05998-X;120
CoRR;abs/1810.07370;2018;1-4333-4193-X;168
Inf. Sci.;277;2014;0-900829-16-8;280
Integr. Comput. Aided Eng.;19;2012;1-184-84461-5;232
Comput. Math. Appl.;51;2006;0-520-39274-4;193
CoRR;abs/1809.00898;2018;1-7330655-0-4;212
CoRR;abs/2006.14550;2020;1-05-113592-3;150
Int. J. Appl. Earth Obs. Geoinformation;27;2014;1-56015-784-4;306
Scientometrics;105;2015;0-7219-0105-0;107
Internet Technol. Lett.;4;2021;1-4607-6356-4;206
Computing;89;2010;0-03-114300-8;389
Comput. Electron. Agric.;122;2016;0-6485617-0-4;389
Comput. Vis. Media;1;2015;0-7556-2555-2;247
Des. Codes Cryptogr.;62;2012;0-9890068-2-4;368
CoRR;abs/2010.09225;2020;0-7363-2175-6;174
J. Comput. Aided Mol. Des.;7;1993;0-7207-5330-9;341
J. Econ. Theory;172;2017;0-374-82162-3;190
Fundam. Informaticae;127;2013;0-15-170805-3;318
Autom.;93;2018;0-257-05217-8;141
CoRR;abs/2102.11495;2021;0-7993-5696-4;270
J. Comput. Sci. Technol.;12;1997;0-10-294961-1;154
J. Electron. Commer. Res.;5;2004;0-7220-6330-X;270
CoRR;abs/1501.03347;2015;1-02-874655-5;262
Appl. Math. Comput.;230;2014;1-85028-600-0;111
Scientometrics;91;2012;0-531-14190-X;223
J. Comb. Theory, Ser. A;26;1979;1-148-14950-3;319
CoRR;abs/1803.07721;2018;0-407-50657-8;201
Computing;64;2000;0-468-37947-9;153
Int. J. Strateg. Decis. Sci.;6;2015;0-09-504601-1;333
Environ. Model. Softw.;69;2015;0-494-00226-3;231
Int. J. Autom. Technol.;13;2019;0-9671897-8-0;282
ACM SIGPLAN Notices;22;1987;1-330-43659-8;212
J. Vis. Lang. Comput.;25;2014;1-361-62684-4;266
CoRR;abs/1912.00567;2019;1-319-74090-1;238
Data Knowl. Eng.;34;2000;1-5332-5988-7;247
CoRR;abs/1909.11164;2019;0-477-72233-4;155
J. Am. Medical Informatics Assoc.;29;2022;0-8070-7798-4;207
Wirel. Commun. Mob. Comput.;4;2004;1-61265-501-7;134
Artif. Life;12;2006;0-371-99677-5;122
Int. J. Decis. Support Syst. Technol.;1;2009;1-84579-767-1;352
IEEE Trans. Reliab.;57;2008;0-676-38845-0;100
CoRR;abs/2101.03757;2021;0-415-80298-9;310
Int. J. Circuit Theory Appl.;42;2014;1-217-16621-1;159
Comput. Geosci.;88;2016;1-227-31674-7;396
Scientometrics;117;2018;1-949657-70-1;294
J. Multivar. Anal.;186;2021;1-85843-135-2;272
Neurocomputing;317;2018;1-82631-335-4;255
Comput. Intell. Neurosci.;2007;2007;0-452-36679-8;234
Comput. Biol. Chem.;64;2016;0-465-07601-7;385
IEEE Data Eng. Bull.;23;2000;1-57913-340-1;247
Int. J. Medical Informatics;58;2000;1-123-98059-4;144
Interactions;21;2014;0-08-662518-7;152
Inf. Process. Lett.;46;1993;1-58730-895-9;322
SIAM J. Math. Anal.;50;2018;0-654-67308-X;136
CoRR;abs/2009.00597;2020;0-226-90167-X;152
Intell. Data Anal.;8;2004;0-367-93448-5;332
CoRR;abs/1502.02710;2015;0-657-16182-9;155
Comput. Electron. Agric.;169;2020;0-87106-399-9;247
Veh. Commun.;4;2016;1-4287-6063-6;293
CoRR;abs/1909.13188;2019;0-230-50409-4;114
CoRR;abs/1807.05013;2018;1-145-74849-X;152
Multiscale Model. Simul.;9;2011;1-72146-035-7;283
Neural Comput.;1;1989;1-231-09186-X;149
RFC;4633;2006;0-509-48457-3;248
Gov. Inf. Q.;29;2012;1-76624-411-4;106
Netw. Commun. Technol.;5;2020;0-7544-6167-X;344
CoRR;abs/2001.11158;2020;0-232-99638-5;128
CoRR;abs/2008.13542;2020;0-459-77303-8;398
Telematics Informatics;32;2015;1-72609-654-8;343
PeerJ Comput. Sci.;3;2017;0-7775-8728-9;232
CoRR;abs/1910.11185;2019;1-5287-1976-X;100
CoRR;abs/1308.4501;2013;0-331-27084-6;204
Int. J. Appl. Pattern Recognit.;6;2019;1-997530-09-0;222
IEEE Trans. Circuits Syst. Video Technol.;20;2010;0-649-76834-5;340
Appl. Clin. Inform.;08;2017;1-208-00902-8;350
CoRR;abs/1009.5290;2010;1-956172-89-0;327
IEEE Trans. Inf. Theory;37;1991;0-583-84960-1;261
Empir. Softw. Eng.;22;2017;1-115-12798-5;366
Appl. Algebra Eng. Commun. Comput.;10;1999;0-445-00943-8;207
Comput. Vis. Graph. Image Process.;21;1983;0-683-51108-4;274
CoRR;abs/2110.09153;2021;0-9525974-3-8;361
ACM SIGACCESS Access. Comput.;93;2009;0-603-46875-6;222
CoRR;abs/1907.09391;2019;1-303-12930-2;247
CoRR;abs/1501.01692;2015;1-70631-169-9;160
Adv. Eng. Informatics;49;2021;0-8257-2444-9;234
Probl. Inf. Transm.;53;2017;0-7075-1529-7;158
CoRR;abs/2008.03533;2020;1-921455-33-0;257
Control. Intell. Syst.;35;2007;1-09-960510-5;312
Scalable Comput. Pract. Exp.;10;2009;1-4492-6943-5;114
Data Knowl. Eng.;66;2008;1-322-93722-2;189
Int. J. Comput. Geom. Appl.;5;1995;1-02-191567-X;114
IEEE Trans. Multim.;8;2006;1-62114-390-2;250
Comput. Vis. Image Underst.;144;2016;0-86199-562-7;303
CoRR;abs/1805.09042;2018;1-85696-156-7;132
Theor. Comput. Sci.;96;1992;1-143-61294-9;363
ACM Trans. Interact. Intell. Syst.;8;2018;1-83725-140-1;161
J. Mach. Learn. Res.;3;2002;0-513-08913-6;229
J. Autom. Reason.;9;1992;1-892403-14-5;253
Finite Fields Their Appl.;72;2021;1-4428-3460-9;143
J. Vis. Lang. Comput.;15;2004;1-62556-430-9;390
Pers. Ubiquitous Comput.;10;2006;0-610-22485-9;135
Int. J. Knowl. Soc. Res.;8;2017;1-150-45825-9;216
Int. J. Robotics Res.;38;2019;1-63167-806-X;301
Auton. Robots;16;2004;1-311-43173-X;184
J. Glob. Optim.;61;2015;1-68600-653-5;309
Comput. Electron. Agric.;185;2021;1-66242-821-9;276
Appl. Math. Comput.;178;2006;0-358-90998-8;174
CoRR;abs/1812.05233;2018;0-635-96264-0;255
Briefings Bioinform.;8;2007;0-348-35060-0;236
Wirtschaftsinf.;44;2002;0-2287-4936-0;138
Comput. Secur.;82;2019;0-17-324900-0;123
CoRR;abs/2001.09930;2020;0-626-67819-6;127
CoRR;abs/2009.05810;2020;1-347-76073-3;316
IEEE Internet Comput.;9;2005;1-56768-158-1;283
CoRR;abs/2101.08367;2021;1-317-52359-8;172
Eng. Appl. Artif. Intell.;22;2009;1-58381-042-0;126
IEEE Trans. Commun.;44;1996;1-5359-5429-9;221
IGTR;7;2005;1-59209-821-5;126
VLSI Design;2010;2010;1-347-61588-1;146
Appl. Math. Comput.;225;2013;0-251-52896-0;380
Comput. Methods Programs Biomed.;198;2021;0-912851-29-5;340
Multiscale Model. Simul.;18;2020;0-653-46817-2;241
J. Real Time Image Process.;15;2018;0-676-99268-4;288
CoRR;abs/1807.06136;2018;0-627-88349-4;291
IEEE Trans. Mob. Comput.;7;2008;0-357-99732-8;147
ACM SIGMOBILE Mob. Comput. Commun. Rev.;11;2007;0-19-156338-2;204
J. Symb. Comput.;34;2002;0-85321-043-8;122
Comput. Networks;58;2014;1-60254-418-2;214
Knowl. Based Syst.;38;2013;0-7883-6602-5;186
Theor. Comput. Sci.;310;2004;0-508-11695-3;234
Clust. Comput.;22;2019;1-997786-94-X;197
J. Open Source Softw.;1;2016;0-7500-3500-5;184
J. Inf. Technol.;3;1988;0-15-092674-X;175
SIAM J. Control. Optim.;59;2021;0-497-10793-7;357
Ann. Pure Appl. Log.;136;2005;1-63744-225-4;166
Networks Heterog. Media;1;2006;0-04-735351-1;175
J. Quant. Linguistics;17;2010;1-61157-676-8;367
Inroads;7;2016;1-932201-70-X;182
CoRR;abs/2002.08053;2020;1-332-78573-5;375
Environ. Model. Softw.;134;2020;0-8330-9304-5;371
Inf. Resour. Manag. J.;33;2020;1-58800-484-8;384
J. Robotics Mechatronics;11;1999;1-71144-454-5;238
Mach. Transl.;1;1986;0-575-08466-9;263
Int. J. Online Biomed. Eng.;16;2020;1-66290-118-6;197
IEE Proc. Softw.;150;2003;0-16-608936-2;142
Trans. Emerg. Telecommun. Technol.;24;2013;0-15-728501-4;385
Eng. Appl. Artif. Intell.;56;2016;0-699-93170-3;178
Reliab. Eng. Syst. Saf.;213;2021;0-9973849-3-X;137
Comput. Speech Lang.;55;2019;0-87603-234-X;381
CoRR;abs/1807.01297;2018;1-4673-7980-8;260
Int. J. Web Eng. Technol.;4;2008;1-5206-6898-8;240
CoRR;abs/1804.00047;2018;0-620-63314-X;283
J. Data Semant.;5;2016;0-264-63822-0;346
Int. J. Inf. Syst. Supply Chain Manag.;5;2012;0-242-32654-4;370
CoRR;abs/2102.10826;2021;0-912499-66-4;276
Queueing Syst. Theory Appl.;26;1997;1-114-22845-1;288
Commun. Stat. Simul. Comput.;36;2007;0-276-18431-9;110
J. Comb. Theory, Ser. B;37;1984;0-18-587922-5;107
RFC;7860;2016;1-4111-6202-1;336
Comput. Hum. Behav.;66;2017;1-9993818-9-0;202
CoRR;abs/1708.02844;2017;0-87331-818-8;297
CoRR;abs/0711.0618;2007;0-17-051953-8;239
Serv. Oriented Comput. Appl.;7;2013;1-77985-648-2;307
J. Optim. Theory Appl.;172;2017;0-13-728516-7;347
J. Quant. Linguistics;16;2009;0-10-374061-9;281
CoRR;abs/1908.03367;2019;0-14-001909-X;380
Vis. Comput.;31;2015;1-5096-0966-0;322
J. Glob. Optim.;36;2006;0-19-142111-1;397
Inf. Manag. Comput. Secur.;12;2004;1-71978-162-1;300
J. Glob. Optim.;13;1998;0-917258-66-5;373
CoRR;abs/2005.04865;2020;1-70556-013-X;326
IEICE Trans. Fundam. Electron. Commun. Comput. Sci.;103-A;2020;1-4907-7745-8;138
Eng. Lett.;14;2007;0-270-95449-X;179
IEEE Trans. Computers;50;2001;1-111-03140-1;162
Int. J. Simul. Process. Model.;16;2021;0-88105-384-8;362
EURASIP J. Adv. Signal Process.;2002;2002;0-8205-0817-9;223
Br. J. Educ. Technol.;46;2015;1-67229-176-3;247
CoRR;abs/1704.08960;2017;1-4830-9901-6;198
Found. Comput. Math.;20;2020;0-548-94301-X;298
Inf. Sci.;588;2022;1-4165-0026-X;127
Int. J. Geogr. Inf. Sci.;34;2020;1-148-95520-8;394
CoRR;abs/2111.03777;2021;0-683-13360-8;254
Computing;32;1984;0-692-33529-3;136
SIAM J. Comput.;40;2011;1-74576-763-0;242
J. Big Data;6;2019;1-346-84331-7;351
Int. J. Manuf. Res.;10;2015;0-7253-8781-5;319
Am. Math. Mon.;112;2005;1-234-48307-6;131
IEEE Trans. Circuits Syst. Video Technol.;3;1993;0-682-83290-1;123
CoRR;abs/1511.06613;2015;1-74525-363-7;296
J. Log. Lang. Inf.;12;2003;1-86173-102-7;274
Comput. Hum. Behav.;128;2022;1-111-21374-7;129
Numerische Mathematik;98;2004;0-7277-0131-2;239
CoRR;abs/2003.12938;2020;0-618-25286-X;341
Auton. Robots;7;1999;0-603-07478-2;192
First Monday;7;2002;0-621-60228-0;126
IEEE Trans. Circuits Syst. II Express Briefs;59-II;2012;0-464-28415-5;386
Ann. Pure Appl. Log.;60;1993;1-4768-6925-1;317
Int. J. E Serv. Mob. Appl.;4;2012;0-19-732055-4;387
CoRR;abs/1407.2544;2014;0-401-36437-2;255
Comput. Humanit.;35;2001;1-05-894018-X;320
Signal Process.;23;1991;1-4143-9937-5;249
IEEE Trans. Engineering Management;56;2009;1-191-02389-3;251
Math. Program.;188;2021;1-4708-5482-1;355
J. Approx. Theory;247;2019;0-19-732983-7;290
RFC;4783;2006;1-76566-652-X;201
Biosyst.;95;2009;1-4531-2951-0;293
J. Cogn. Neurosci.;33;2021;0-88691-900-2;268
CoRR;abs/1705.08711;2017;0-567-47985-4;102
Computing;22;1979;1-5256-1151-8;344
Int. J. Inf. Syst. Serv. Sect.;2;2010;0-12-583806-9;251
CoRR;abs/1406.2903;2014;1-116-09102-X;384
CoRR;abs/2108.10908;2021;1-01-180756-4;399
CoRR;abs/2010.11171;2020;0-7907-6708-2;107
NeuroImage;242;2021;0-619-79406-2;302
Random Struct. Algorithms;48;2016;1-900490-11-0;137
Biol. Cybern.;104;2011;1-74744-179-1;128
CoRR;abs/1703.01093;2017;0-9539871-7-5;371
Elektrotech. Informationstechnik;123;2006;0-440-09941-2;344
IEEE Trans. Circuits Syst. Video Technol.;5;1995;1-964806-21-6;319
Int. J. Approx. Reason.;78;2016;1-70433-440-3;306
CoRR;abs/1205.4674;2012;1-09-076679-3;278
Comput. Intell. Neurosci.;2022;2022;0-04-817702-4;304
J. Electronic Imaging;17;2008;1-4910-0406-1;131
Patterns;2;2021;1-238-78735-5;381
CoRR;abs/2110.11927;2021;1-09-765918-6;141
Appl. Math. Comput.;177;2006;0-561-10450-6;172
Adv. Comput. Math.;23;2005;1-152-80728-5;292
CoRR;abs/2006.09264;2020;1-890231-78-9;203
Empir. Softw. Eng.;21;2016;1-351-96154-3;370
Appl. Soft Comput.;91;2020;0-7135-9719-4;231
Inf. Soc.;30;2014;0-15-885590-6;119
CoRR;abs/1511.07845;2015;1-59154-502-1;313
CoRR;abs/2010.09842;2020;0-07-843725-3;255
CoRR;abs/2011.03303;2020;0-473-64788-5;177
CoRR;abs/1912.07312;2019;0-02-448509-8;287
CoRR;abs/1907.06923;2019;1-941450-21-0;312
Adv. Appl. Math.;49;2012;0-16-160546-X;397
J. Circuits Syst. Comput.;29;2020;0-7552-6899-7;151
CoRR;cs.NE/0209030;2002;1-4128-4779-6;297
IEEE Trans. Neural Networks Learn. Syst.;33;2022;1-106-28172-1;373
IEEE Trans. Aerosp. Electron. Syst.;50;2014;1-4403-0083-6;288
CoRR;abs/2001.10863;2020;1-58892-276-6;188
IEEE/ACM Trans. Netw.;24;2016;1-55713-993-8;106
CoRR;abs/1207.5434;2012;0-627-17067-6;251
Int. J. Cooperative Inf. Syst.;22;2013;1-287-49231-2;304
J. Comput. Syst. Sci.;73;2007;0-01-301348-3;287
SIAM J. Imaging Sci.;6;2013;0-280-57730-3;386
Int. J. Crit. Infrastructure Prot.;7;2014;1-324-76273-X;104
J. Inf. Technol. Res.;1;2008;1-4056-8866-1;147
Appl. Math. Lett.;124;2022;1-01-492858-3;400
Int. J. Model. Simul. Sci. Comput.;8;2017;1-06-835019-9;279
J. Symb. Comput.;33;2002;1-55628-518-3;238
CoRR;abs/1810.00216;2018;1-61762-077-7;318
Int. Trans. Oper. Res.;23;2016;1-01-810500-X;346
CoRR;abs/0712.1163;2007;1-167-17307-4;198
J. Syst. Archit.;59;2013;0-87376-823-X;125
Constraints An Int. J.;19;2014;0-7692-1963-2;354
Distributed Comput.;25;2012;1-164-32081-5;326
Inform. Spektrum;12;1989;1-5326-2339-9;105
Discret. Math.;205;1999;1-115-95558-6;324
First Monday;13;2008;1-930516-13-4;249
Ann. Oper. Res.;143;2006;0-219-20360-1;225
CoRR;abs/2008.12700;2020;0-303-74833-8;141
ACM Trans. Math. Softw.;5;1979;0-86109-088-8;369
ACM Trans. Comput. Log.;20;2019;0-397-50196-X;373
Int. J. Knowl. Eng. Soft Data Paradigms;1;2009;1-167-52463-2;293
Smart Learn. Environ.;7;2020;0-7125-3207-2;204
CoRR;abs/1907.06581;2019;0-7195-6477-8;400
Theor. Comput. Sci.;233;2000;1-08-015257-1;214
Int. J. Softw. Eng. Knowl. Eng.;22;2012;1-225-77628-7;351
Games;7;2016;1-208-20897-7;206
Int. J. Hum. Cap. Inf. Technol. Prof.;1;2010;1-5492-7425-2;372
CoRR;abs/1204.1140;2012;0-644-72866-3;123
CoRR;abs/2112.13910;2021;0-7655-1993-3;154
CoRR;abs/2112.04984;2021;1-66333-757-8;217
CoRR;abs/1003.3047;2010;1-72644-641-7;161
Comput. Commun.;131;2018;0-09-660223-6;112
Internet High. Educ.;18;2013;1-70767-998-3;184
Reliab. Eng. Syst. Saf.;73;2001;0-412-94762-5;283
NII Shonan Meet. Rep.;2019;2019;0-9579441-5-2;378
CoRR;abs/1906.06612;2019;1-55790-662-9;115
Comput. Chem. Eng.;79;2015;1-77876-787-7;400
Math. Program. Comput.;12;2020;0-422-50227-8;373
CoRR;abs/1609.04337;2016;0-08-098744-3;301
ACM Trans. Graph.;23;2004;1-313-39728-8;222
CoRR;abs/1203.3584;2012;0-15-453950-3;200
IEEE Trans. Neural Networks;18;2007;1-894616-99-5;397
IEEE Trans. Biomed. Circuits Syst.;2;2008;0-9511985-9-9;303
Queueing Syst. Theory Appl.;12;1992;0-8249-2092-9;211
ACM SIGSOFT Softw. Eng. Notes;9;1984;1-187-89720-5;280
IEEE Trans. Inf. Theory;11;1965;0-433-26955-3;306
Parallel Process. Lett.;9;1999;0-218-14176-9;148
Comput. Graph.;84;2019;0-16-396484-X;117
CoRR;abs/2105.00543;2021;0-8455-3023-2;354
CoRR;abs/1805.00932;2018;0-546-54050-3;168
Wirel. Pers. Commun.;114;2020;1-07-814317-X;106
CoRR;cs.CY/0310018;2003;0-477-54830-X;139
Int. J. Ad Hoc Ubiquitous Comput.;1;2006;0-909981-01-9;326
CoRR;abs/2004.00396;2020;1-65203-252-5;179
Online Inf. Rev.;40;2016;0-9586772-7-1;122
Ann. Oper. Res.;133;2005;0-624-64169-4;168
J. Web Eng.;17;2018;0-05-644194-0;352
Int. J. Syst. Sci.;40;2009;0-399-56541-8;263
Distributed Comput.;27;2014;1-193-59885-0;304
Clust. Comput.;1;1998;0-8217-0739-6;261
Int. J. Adult Vocat. Educ. Technol.;1;2010;1-55448-148-1;383
J. Intell. Robotic Syst.;103;2021;1-287-35631-1;164
SIAM J. Optim.;13;2003;0-910010-38-2;122
Syst. Control. Lett.;138;2020;1-7380966-8-8;288
Math. Comput. Simul.;61;2003;0-8119-1110-1;173
CoRR;abs/2005.06107;2020;0-7575-4329-4;222
J. Inf. Sci. Eng.;36;2020;1-9840-0850-1;270
Inf. Secur. J. A Glob. Perspect.;15;2006;1-60604-153-3;186
Comput. Biol. Medicine;40;2010;1-341-69238-8;348
Internet Things;1-2;2018;1-879080-10-9;234
CoRR;abs/1508.06191;2015;1-202-84393-X;323
Synth.;143;2005;1-378-41118-8;391
Artif. Life;20;2014;0-16-886645-5;110
J. Sens. Actuator Networks;8;2019;1-58555-821-4;311
CoRR;abs/1911.09218;2019;1-160-54564-2;358
IEEE Trans. Robotics Autom.;11;1995;0-18-176962-X;268
CoRR;abs/2004.10050;2020;0-937352-17-9;177
IEEE Trans. Acoust. Speech Signal Process.;34;1986;0-305-93189-X;139
J. Comput. Syst. Sci.;69;2004;1-82764-507-5;158
IEEE Trans. Biomed. Circuits Syst.;14;2020;1-224-16195-5;253
CoRR;abs/1602.04874;2016;0-406-30511-0;352
J. Symb. Log.;4;1939;0-217-71397-1;268
Discret. Math.;11;1975;0-581-98962-7;243
Int. J. Knowl. Based Intell. Eng. Syst.;21;2017;0-470-39664-4;390
Adv. Data Anal. Classif.;10;2016;0-7653-7826-4;221
J. Biomed. Informatics;85;2018;1-226-44459-8;378
SoftwareX;11;2020;1-57785-692-9;375
Int. J. Bio Inspired Comput.;12;2018;1-266-25860-4;254
Artif. Intell. Rev.;41;2014;1-7368702-4-6;222
Libr. Trends;57;2009;1-329-11326-8;253
Comput. Humanit.;30;1996;1-5170-1889-7;389
CoRR;abs/1812.06626;2018;1-5003-8233-7;157
J. Intell. Manuf.;22;2011;0-536-90559-2;120
CoRR;abs/2003.02247;2020;1-152-91377-8;275
Optim. Methods Softw.;35;2020;0-16-286139-7;328
ACM SIGPLAN Notices;7;1972;1-80081-272-8;226
CoRR;abs/1912.00864;2019;0-16-203316-8;282
HMD Prax. Wirtsch.;217;2001;0-904292-98-3;134
IEEE Trans. Wirel. Commun.;3;2004;1-5447-2566-3;110
Sci. J. Riga Tech. Univ. Ser. Comput. Sci.;45;2011;1-5063-3097-5;112
Comput.;7;2019;1-292-68773-8;248
Numer. Algorithms;86;2021;0-8213-6875-3;175
Comput. Environ. Urban Syst.;83;2020;1-338-78446-3;119
Exp. Math.;10;2001;0-02-140520-4;349
Reliab. Comput.;1;1995;1-929709-64-1;156
Eur. J. Oper. Res.;299;2022;1-274-85095-9;322
Int. J. High Perform. Comput. Netw.;12;2018;0-19-820759-X;146
Ann. Math. Artif. Intell.;56;2009;0-86268-707-1;150
Appl. Intell.;45;2016;0-660-08905-X;128
Digit. Scholarsh. Humanit.;34;2019;1-01-316719-8;192
CoRR;abs/2201.05179;2022;1-184-51865-3;218
Scand. J. Inf. Syst.;3;1991;1-85135-531-6;393
Distributed Comput.;7;1994;0-215-93157-2;233
CoRR;abs/1912.10198;2019;0-9935737-4-6;354
CoRR;abs/1908.08469;2019;1-4384-5157-1;143
IEEE ACM Trans. Comput. Biol. Bioinform.;10;2013;0-8019-5334-0;349
CoRR;abs/1905.01283;2019;1-116-83298-4;210
Comput. Commun. Rev.;38;2008;1-187-00058-2;323
SIAM J. Math. Anal.;49;2017;0-9771363-5-3;212
J. Univers. Comput. Sci.;17;2011;1-4798-7287-3;234
CoRR;abs/2104.12518;2021;1-4714-9298-2;175
IACR Cryptol. ePrint Arch.;2007;2007;1-70326-804-0;390
CoRR;abs/2010.03449;2020;1-75687-852-8;331
BMC Bioinform.;8;2007;0-07-508700-6;166
Medical Image Anal.;24;2015;0-9669239-7-9;143
CoRR;abs/2111.06222;2021;1-175-67127-4;133
IEEE Trans. Intell. Transp. Syst.;21;2020;1-67248-932-6;103
Simul. Notes Eur.;31;2021;1-378-18368-1;113
IEEE Trans. Inf. Theory;12;1966;1-153-50860-5;323
ACM Trans. Economics and Comput.;4;2016;0-947238-27-1;135
Appl. Categorical Struct.;7;1999;0-7550-6218-3;383
IEEE Trans. Mob. Comput.;17;2018;0-238-61641-X;314
Theory Comput. Syst.;65;2021;1-4813-9671-4;174
iJET;14;2019;0-9841820-9-8;146
IEEE/ACM Trans. Netw.;13;2005;1-5202-5032-0;206
CoRR;abs/2009.01420;2020;1-01-285637-2;116
CoRR;abs/2109.13602;2021;0-9714489-9-X;319
Concurr. Comput. Pract. Exp.;19;2007;1-03-187087-3;354
J. Syst. Archit.;75;2017;0-14-942463-9;334
CoRR;abs/1511.06594;2015;0-7625-5207-7;103
CoRR;abs/1806.02382;2018;0-19-553441-7;265
IEEE Trans. Neural Networks;17;2006;1-7356593-3-9;152
IEEE Trans. Evol. Comput.;20;2016;1-85854-672-9;113
CoRR;abs/1307.6246;2013;0-13-579498-6;400
IEEE Netw.;34;2020;1-01-462518-1;263
CoRR;abs/1905.00418;2019;0-448-33453-4;126
Interact. Comput.;9;1998;1-79880-821-8;192
Data Min. Knowl. Discov.;30;2016;1-55645-806-1;396
J. Log. Program.;17;1993;1-06-343884-5;109
CoRR;abs/2007.00487;2020;0-236-55030-6;168
CoRR;abs/1701.05948;2017;1-238-70201-5;305
First Monday;9;2004;0-16-039089-3;167
Eur. J. Inf. Syst.;24;2015;1-00-156235-6;322
CoRR;abs/2111.14804;2021;0-604-82734-2;155
Digit. Libr. Perspect.;33;2017;1-330-16804-6;133
Inf. Storage Retr.;4;1968;0-525-32169-1;301
Innov. Syst. Softw. Eng.;17;2021;0-86433-296-3;213
CoRR;abs/2201.01541;2022;0-468-75994-8;396
J. Comb. Theory, Ser. B;111;2015;0-01-306775-3;244
J. Parallel Distributed Comput.;5;1988;0-01-974262-2;128
CoRR;abs/1108.1440;2011;1-118-18284-7;144
Inf. Syst.;95;2021;1-934111-77-5;279
J. Cloud Comput.;10;2021;1-937173-71-2;130
CoRR;abs/1801.00823;2018;1-296-61442-5;356
CoRR;abs/2109.13893;2021;1-117-61559-6;269
