key;title;keywords;abstract;booktitle;year;isbn;reviewers;review_text;pages;author;employer;country
conf/inex/CrouchCVCM10;A Useful Method for Producing Competitive Ad Hoc Task Results.;Big Data|Big Data|useful method|producing competitive ad hoc|producing competitive ad hoc;Consectetur neque quiquia modi amet quiquia numquam. Ipsum modi ut quaerat sit tempora dolore. Numquam est quisquam tempora. Dolor sed dolore dolor. Est eius velit labore etincidunt. Ut dolorem modi labore modi. Ut consectetur dolorem consectetur magnam.;INEX;2010;1-4712-6752-0;Natalia Sidorova|Marina Tropmann-Frick|Qi Hong;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;29;Sandeep Vadlamudi;Southern California College of Optometry;US
conf/stacs/CurticapeanDR17;Counting Edge-Injective Homomorphisms and Matchings on Restricted Graph Classes.;counting edge-injective homomorphisms|restricted graph classes|Data Modeling|counting edge-injective homomorphisms|Data Modeling;Aliquam non modi quaerat. Consectetur tempora amet modi porro labore voluptatem sed. Sed quisquam consectetur adipisci quiquia neque dolorem dolorem. Quaerat quaerat tempora quaerat. Quisquam etincidunt velit quisquam aliquam labore. Non tempora dolor dolore. Quisquam quiquia sit consectetur adipisci. Adipisci velit sit numquam etincidunt velit numquam quisquam.;STACS;2017;1-4331-1463-1;Yorlandys Salgado Duarte|Michele Cancilla|David M. Howard 0001;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;19;Marc Roth;Sahmyook University;KR
conf/icmcs/ZhangZLL11;An efficient angle-based shape matching approach towards object recognition.;Big Data|Regression|Graph Theory|object recognition;Amet dolor adipisci aliquam ipsum quisquam. Modi quaerat quisquam amet neque. Numquam tempora voluptatem etincidunt quisquam dolor ipsum. Consectetur voluptatem dolor voluptatem sed ipsum quiquia ut. Voluptatem magnam numquam modi non amet voluptatem dolore. Amet labore etincidunt consectetur etincidunt porro magnam modi. Amet quiquia est magnam velit sed adipisci voluptatem. Sit dolor dolore eius eius.;ICME;2011;0-15-123002-1;Mohamed Siala 0001|Alessandro Verri|Amal El Fallah Seghrouchni;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;18;Jianhua Li 0001;Kaunas Medical Academy;LT
conf/ecil/SalazMT16;Novice and Expert Information Behavior: An Eye Tracking Study from Qatar.;eye tracking|Graph Theory|expert information behavior|expert information behavior|eye tracking;Consectetur quaerat magnam porro. Neque eius aliquam dolor velit ipsum magnam. Velit sed eius modi etincidunt labore magnam aliquam. Consectetur sed numquam tempora dolore. Quaerat sit magnam est modi. Labore est adipisci consectetur ipsum. Modi porro amet etincidunt sit labore.;ECIL;2016;0-911082-55-7;Fei Xue|Imed Riadh Farah|William Wei Song;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;3;Priya Thomas;University of Education, Winneba;GH
conf/ecoopw/KimelmanRRWLLT98;Dynamic Application Partitioning in VisualAge Generator Version 3.0.;dynamic application partitioning|SVMs|SVMs|Blockchain|Graph Theory;Adipisci quaerat numquam sed sit etincidunt. Ipsum ut quaerat ut. Aliquam non ipsum numquam quaerat quiquia. Quiquia non sit eius. Eius velit adipisci quisquam. Dolorem non non adipisci sit. Sed dolore sit eius consectetur. Numquam quisquam non quisquam magnam magnam dolorem. Non modi velit modi dolorem sit aliquam consectetur. Eius labore etincidunt numquam est numquam amet.;ECOOP Workshops;1998;1-5199-0663-3;Stephen T. Quay|Hiroyuki Kitagawa|Zijie Qi;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;24;Mark N. Wegman;University of Lausanne;CH
conf/eusipco/PanLDFCD16;On secrecy outage of MISO SWIPT systems in the presence of imperfect CSI.;Classification|csi|csi|miso swipt|Artificial Intelligence;Labore dolor modi velit quisquam. Voluptatem magnam labore velit. Ipsum quiquia neque porro ipsum. Neque ut ut porro eius dolorem. Consectetur est etincidunt neque ut ipsum.;EUSIPCO;2016;1-200-63789-5;Yanchao Feng|Kyouyeol Han|Ahmed K. Elhakeem;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;12;Lisheng Fan;3rd Military Medical University;CN
conf/fgr/FangDZHZLW21;Augmented Face Representation Learning via Transitive Distillation.;transitive distillation|Classification|transitive distillation|augmented face representation learning|Blockchain;Aliquam quisquam labore adipisci. Sit sit dolore numquam consectetur dolorem non. Tempora porro tempora non eius consectetur. Sit est tempora porro numquam aliquam. Adipisci voluptatem non ipsum modi neque velit dolore. Numquam tempora sed magnam amet aliquam amet. Etincidunt non est quisquam neque quisquam. Tempora velit dolorem modi tempora. Consectetur ut dolor sed quisquam labore.;FG;2021;1-9791-6405-3;Siyang Ye|Godehard Sutmann|Reinhard Klein;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;13;Xian Li;Government College University Lahore;PK
conf/ccece/AndersonK06;Design Space Exploration using Parameterized Cores: A Case Study.;case|parameterized cores|GANs|case|Deep Learning;Dolore amet adipisci eius. Labore quiquia voluptatem neque modi. Magnam neque velit quiquia ut amet aliquam. Ut modi magnam labore magnam quaerat porro aliquam. Sed amet est amet consectetur eius neque non. Numquam sed dolore numquam sit. Sed tempora amet quiquia voluptatem modi dolore. Adipisci etincidunt sed quiquia est dolore consectetur porro.;CCECE;2006;0-518-08798-0;Qiang Zhou 0001|Jay Takle|Giansalvo Cirrincione;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;18;Mohammed A. S. Khalid;Université de Bangui;CF
conf/webist/BalzanoST10;A New Support for Objects Classification in Multimedia Information Retrieval.;support|Data Querying|support|Deep Learning|Data Querying;Porro consectetur sed voluptatem ipsum modi. Non dolore ut etincidunt porro consectetur consectetur quiquia. Numquam tempora ipsum velit aliquam est numquam. Neque consectetur voluptatem velit labore. Tempora consectetur ipsum magnam. Adipisci magnam dolore sit ut voluptatem quisquam.;WEBIST (2);2010;0-353-55773-0;Benjamin M. Kandel|Ioannis A. Kakadiaris|Papia Rozario;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;3;Walter Balzano;Berry College;US
conf/icuimc/LimJK19;Optimal Non-uniformity Correction for Linear Response and Defective Pixel Removal of Thermal Imaging System.;Data Querying|Data Querying|optimal non-uniformity|Classification|Data Querying;Est consectetur numquam quisquam sit velit etincidunt. Eius dolor quaerat ut magnam dolore. Adipisci neque sit amet porro. Ut magnam amet dolore adipisci quaerat. Dolorem quisquam dolor etincidunt porro consectetur. Ut porro velit dolore dolorem.;IMCOM;2019;1-4317-4521-9;Helena Handschuh|Mounia Janah|Bruno Gadelha;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;21;Key Ho Kwon;University of Medicine and Pharmacy of Targu Mures;RO
conf/systor/ZhangGXZ21;A study of persistent memory bugs in the Linux kernel.;SVMs|persistent memory bugs|Data Storage|SVMs|linux;Sit sed magnam ipsum dolor. Non consectetur ipsum amet quaerat neque est. Amet amet dolorem voluptatem tempora dolore quaerat. Etincidunt eius dolore non consectetur. Tempora labore sit quisquam. Adipisci sed modi etincidunt non amet ipsum. Ut tempora aliquam neque neque dolorem numquam. Dolor tempora sed ut sit dolorem neque. Est dolorem voluptatem ipsum porro porro magnam sit.;SYSTOR;2021;1-70984-453-1;Falko Dressler|Stephen Murphy|May D. Wang;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;24;Mai Zheng;Grace Bible College;US
conf/sii/KastnerSML21;Autonomous Navigation in Complex Environments using Memory-Aided Deep Reinforcement Learning.;complex environments|Data Modeling|Data Management|memory-aided deep reinforcement learning|Data Modeling;Ut dolore quiquia eius. Magnam sed quiquia dolorem aliquam aliquam tempora. Porro eius numquam quaerat amet tempora labore sed. Ipsum dolorem sit consectetur. Quaerat non sed consectetur dolore ipsum. Consectetur velit amet etincidunt modi etincidunt modi aliquam. Tempora dolore neque dolorem labore. Porro eius dolorem dolor.;SII;2021;1-327-69343-7;David Mateos-Nunez|Angela Scheller|Jonathan Wareham;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;25;Zhengcheng Shen;National University of Kaohsiung;TW
conf/sigmod/IvanovBGZ18;Adding Velocity to BigBench.;Data Processing|Data Processing|bigbench|Data Processing|Data Processing;Quisquam labore est dolore sit amet dolorem. Labore velit consectetur labore aliquam sed non neque. Velit adipisci tempora velit. Etincidunt adipisci consectetur adipisci dolore dolor. Dolor consectetur dolor ut quaerat. Amet aliquam magnam tempora est ipsum quaerat voluptatem. Quiquia quiquia labore quaerat est amet non.;DBTest@SIGMOD;2018;1-157-45198-5;Renjie He|Guntis Arnicans|Hao Zhang;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;21;Patrick Bedué;YPC-iTWEB College;MY
conf/ccece/WangH09a;An ultra compact block cipher for serialized architecture implementations.;Cloud Computing|architecture implementations|architecture implementations|Data Storage|compact block cipher;Adipisci voluptatem aliquam amet adipisci dolore sed ut. Sit dolore neque numquam eius non porro quiquia. Numquam dolorem sit amet labore. Aliquam non dolore sit numquam velit amet. Numquam dolorem numquam consectetur quisquam dolorem. Quaerat aliquam ut quaerat dolore quiquia. Magnam velit voluptatem aliquam est amet quaerat est. Non tempora tempora dolor dolor.;CCECE;2009;0-15-039087-4;Andrzej W. Przybyszewski|Sébastien Lefèvre|Keisuke Toyoshima;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;21;Howard M. Heys;Marlboro College;US
conf/vipc/MaoCJ13;Depth-layer-based multiview image synthesis and coding for interactive z- and x-dimension view switching.;SVMs|Data Storage|x-dimension view|Data Storage|Data Modeling;Tempora velit tempora labore magnam eius ipsum. Est etincidunt sit velit adipisci. Dolore consectetur etincidunt velit labore dolor. Consectetur modi velit dolor labore sed. Dolore numquam amet dolor sit numquam voluptatem quisquam. Neque etincidunt dolorem ipsum ipsum neque voluptatem aliquam. Numquam dolorem ut eius labore. Dolorem ipsum dolor modi adipisci.;Visual Information Processing and Communication;2013;1-85506-853-2;Xiao Chen|Jaime Bustos|Chao Qian 0009;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;8;Yusheng Ji;Dominican University;US
conf/acl-socialnlp/KameswariSM20;Enhancing Bias Detection in Political News Using Pragmatic Presupposition.;Blockchain|Blockchain|Fintech|Blockchain|pragmatic presupposition;Consectetur sit dolorem aliquam. Dolore labore aliquam velit etincidunt quiquia voluptatem. Porro labore dolore est porro neque aliquam. Labore est velit porro sed. Velit amet voluptatem dolorem ut. Sit quiquia voluptatem quisquam etincidunt dolor. Est quisquam sit numquam amet. Ut sit ut aliquam consectetur etincidunt non. Dolore ipsum ipsum dolore adipisci est. Dolore adipisci dolor dolorem eius.;SocialNLP@ACL;2020;0-9958210-0-3;Vincenzo Lippiello|Tomotake Furuhata|Kavan Singh Sikand;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;30;Radhika Mamidi;Universidad de Granma;CU
